situacaoEmpresa,tipoEmpresa,cnpj,razaoSocial,endereco,bairro,codIBGEmunicipio,municipio,uf,cep,telefone,motoristasHabilitados,rodoviarioAtivo,semiurbanoAtivo,fretamentoAtivo,codigoTAFfretamento,emailContatoRegular,emailContatoFretamento,tipoOutorgaRodoviario,tipoOutorgaSemiurbano,tipoOutorgaFretamento,dataAutorizacaoRodoviario,dataVigenciaRodoviario,dataAutorizacaoSemiurbano,dataVigenciaSemiurbano,dataAutorizacaoFretamento,dataVigenciaFretamento,numLinhasAtivasRodoviarioInterestadual,numLinhasAtivasSemiurbanoInterestadual,numLicencasFretamento12mesesInterestadual,numLinhasAtivasRodoviarioInternacional,numLinhasAtivasSemiurbanoInternacional,numLicencasFretamento12mesesInternacional,numVeiculosTipoOnibus,numVeiculosTipoMicroOnibus,numVeiculosTipoSemiurbano,numVeiculosAtivosRodoviario,numVeiculosAtivosSemiurbano,numVeiculosAtivosFretamento,numViagensAcumAnoRodoviarioInterestadual,numViagensAcumAnoSemiurbanoInterestadual,numLicencasAcumAnoFretamentoInterestadual,numPassageirosAcumAnoRodoviarioInterestadual,numPassageirosAcumAnoSemiurbanoInterestadual,numPassageirosAcumAnoFretamentoInterestadual,numViagensAcumAnoRodoviarioInternacional,numViagensAcumAnoSemiurbanoInternacional,numLicencasAcumAnoFretamentoInternacional,numPassageirosAcumAnoRodoviarioInternacional,numPassageirosAcumAnoSemiurbanoInternacional,numPassageirosAcumAnoFretamentoInternacional,dataReferencia,Coluna1,Coluna2,Coluna3,Coluna4
ativa,nacional,21339518000124,BOGNIN TRANSPORTE E TURISMO LTDA - ME,"RUA ESPANHA, NÚMERO 1773",NELSON FERNANDES,351210,COLOMBIA,SP,14795000,17-98159-1460,2,não,não,sim,35.8769,,emersonbognin@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42156,42887,0,0,13,0,0,0,2,0,0,0,0,2,0,0,11,0,0,468,0,0,0,0,0,0,42705,,,,
ativa,nacional,1045035000100,BOLONHA TRANSPORTES E TURISMO LTDA,"RUA CAPITAO MACHADO, 272",BELA VISTA,353700,PEDREGULHO,SP,14470000,16-3171-2227--9152-5308,19,não,não,sim,35.1504,,bolonha_turismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42594,NULL,0,0,208,0,0,0,7,0,0,0,0,7,0,0,201,0,0,8925,0,0,0,0,0,0,42705,,,,
ativa,nacional,8415329000125,BOM JESUS POLONI TRANSPORTES LTDA- ME,"ALAMEDA LUIZ DA SILVEIRA, Nº 805",COLINAS - PARK RESIDENCIAL,350650,BIRIGUI,SP,16200000,18-9771-1986,6,não,não,sim,35.6574,,bomjesus.turismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41997,42728,0,0,15,0,0,0,1,0,0,0,0,1,0,0,14,0,0,542,0,0,0,0,0,0,42705,,,,
ativa,nacional,17448090000180,BOM RETIRO LTDA - ME,"RUA ANTONIO SUZIN, 851",CENTRO,431200,MARIANO MORO,RS,99790000,54-91318018,1,não,não,sim,43.8006,,bomretiroturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,6,0,0,0,2,0,0,0,0,2,0,0,2,0,0,52,0,0,0,0,0,0,42705,,,,
ativa,nacional,22309923000162,BON VOYAGE TURISMO LTDA - ME,RUA DOM PEDRO I N 481,CENTRO,412440,SANTO ANTONIO DO SUDOESTE,PR,85710000,46-35633426,0,não,não,sim,41.8988,,valdir@linesul.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42318,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,4218042000154,BONANÇA TRANSPORTES & TURISMO LTDA,"RUA MARIO MARQUES BUENO, 285",CENTRO,313690,JURUAIA,MG,37805000,35-3553-1146,4,não,não,sim,31.0775,,apm.gpe@bol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,50,0,0,0,5,0,0,0,0,5,0,0,22,0,0,1021,0,0,0,0,0,0,42705,,,,
ativa,nacional,18775508000127,BONIFACIO ANDRADE FILHO-ME,"RUA AUGUSTO SEVERO, Nº. 199 - CENTRO - SANTA CRUZ/RN",CENTRO,241120,SANTA CRUZ,RN,59200000,84-99964-8036,17,não,não,sim,24.8681,,maria.vivene@ig.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41997,42728,0,0,68,0,0,0,4,0,0,0,0,4,0,0,44,0,0,1761,0,0,0,0,0,0,42705,,,,
ativa,nacional,2661762000164,BORGATTO AGENCIA DE VIAGENS E TURISMO LTDA - ME,"RUA PLINIO DE OLIVEIRA,410",PIEDADE,353780,PIEDADE,SP,18170000,15-3244-2352,3,não,não,sim,35.9498,,borgattoturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42544,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,3678056000198,BORGESTUR TRANSPORTES LTDA,RUA GOVERNADOR JORGE LACERDA 48,JD CARVALHO,411990,PONTA GROSSA,PR,84016430,42-3224-6094,24,não,não,sim,41.0577,,rosielekaroline@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42562,NULL,0,0,210,0,0,2,4,0,0,0,0,4,0,0,148,0,0,3871,0,0,1,0,0,24,42705,,,,
ativa,nacional,19566903000162,"BORIN E FIGUEIREDO TRANSPORTES, EVENTOS E TURISMO LTDA - ME",RUA BOIOBI 348 LOTE 15 PAL 19084 QUADRA 177,BANGU,330455,RIO DE JANEIRO,RJ,21820190,21-33355044,2,não,não,sim,33.9515,,hrturismoeeventos@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42562,NULL,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,133161000153,BORTOLINI E ZIBETTI LTDA - ME,AVELINA PAES ANAIAS N°268,CENTRO,500325,COSTA RICA,MS,79550000,67-32473215,4,não,não,sim,50.9101,,marciane@marciane.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42362,NULL,0,0,8,0,0,0,1,0,0,0,0,1,0,0,7,0,0,280,0,0,0,0,0,0,42705,,,,
ativa,nacional,94890548000106,BOSEMBECKERTUR AGÊNCIA DE VIAGENS E TURISMO LTDA,"RUA PANTALEÃO PIZZARRO, 10",TRÊS VENDAS,431440,PELOTAS,RS,96070000,53-3223-1035,30,não,não,sim,43.0072,,lista@bosembecker.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42649,NULL,0,0,184,0,0,27,8,1,0,0,0,9,0,0,120,0,0,3538,0,0,17,0,0,473,42705,,,,
ativa,nacional,4403075000174,BOSI TURISMO LTDA - EPP,"RODOVIA ARMANDO MARTINELLI, S/Nº, KM 03",SANTA LUZIA,320495,SAO ROQUE DO CANAA,ES,29665000,27-3729-1460,10,não,não,sim,32.6307,,bositur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42356,NULL,0,0,21,0,0,0,1,0,0,0,0,1,0,0,15,0,0,596,0,0,0,0,0,0,42705,,,,
ativa,nacional,1704704000108,BÓSIO BRANCO TURISMO LTDA - ME,"RUA PIO DAMIÃO, 260",VILA RICA,312870,GUAXUPÉ,MG,37800000,35-3551-2332,5,não,não,sim,31.0869,,bosiotur@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41997,42728,0,0,68,0,0,0,2,0,0,0,0,2,0,0,51,0,0,1603,0,0,0,0,0,0,42705,,,,
ativa,nacional,10910475000179,BOSON E BOSON LTDA - ME,"AV FLORIANOPOLIS, Nº 862",CENTRO,411740,OURIZONA,PR,87170000,44-3245-3047,3,não,não,sim,41.0122,,contabilidade@omny7.com.br; bosoneboson@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42698,NULL,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,4343519000123,BOTEZINI TURISMO LTDA - ME,"RUA DA FONTE, 117",CENTRO,430885,GENTIL,RS,99160000,54-3615-5151,3,não,não,sim,43.9746,,escritoriobotezini@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42615,NULL,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,3107532000110,BOTO TURISMO LTDA,RUA ISNARD PENA DE SOUZA 116,CAMBOLO,292530,PORTO SEGURO,BA,45810000,73-3679-2174,14,não,não,sim,29.5309,,bototurismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42207,42938,0,0,21,0,0,0,3,0,0,0,0,3,0,0,17,0,0,691,0,0,0,0,0,0,42705,,,,
ativa,nacional,4850455000157,BR 500 TRANSPORTES  EIRELI,"AVENIDA DE SANTA CRUZ, N° 10.315,GALPÃO SENADOR CAMARA",SENADOR CAMARA,330455,RIO DE JANEIRO,RJ,0,21-3904-3169,9,não,não,sim,33.9061,,edson@br500.tur.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42349,NULL,0,0,183,0,0,0,5,0,0,0,0,5,0,0,110,0,0,4750,0,0,0,0,0,0,42705,,,,
ativa,nacional,17371919000194,BR TUR LOCAÇÃO DE TRASNPORTES LTDA - ME,RUA CABREUVA Nº 107,JD STA. EMÍLIA,351880,GUARULHOS,SP,7134360,11-4378-4110,0,não,não,sim,35.9337,,comercial@brturlocadora.com.br; andrea@agadelha.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42461,NULL,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,4645191000108,BRAÇO FORTE TURISMO E ASSISTENCIA RODOVIARIA LTDA EPP,"AV. RECIFE, 84",NOSSA SENHORA DAS GRAÇAS,261220,SALGUEIRO,PE,56000000,87-3871-1889,7,não,não,sim,26.5374,,bracoforte_450@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42642,NULL,0,0,89,0,0,0,7,0,0,0,0,7,0,0,63,0,0,2383,0,0,0,0,0,0,42705,,,,
ativa,nacional,9598499000155,BRANBUS FRETAMENTO E TRANSPORTE LTDA,"RUA DUQUE DE CAXIAS, 1393",CENTRO,411330,LARANJEIRAS DO SUL,PR,85301090,46-3220-7500,11,não,não,sim,41.7128,,comercial@brantur.com.br; turismo@brantur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42173,42904,0,0,45,0,0,1,3,0,0,0,0,3,0,0,28,0,0,932,0,0,1,0,0,37,42705,,,,
ativa,nacional,8665715000175,BRANCA TURISMO E LOCADORA DE VEICULOS LTDA - ME,"RUA ENGENHEIRO JOSÉ BUENO BICALHO,N° 104",JARDIM VERGUEIRO,355030,SAO PAULO,SP,4176260,11-2969-4683,0,não,não,sim,35.9409,,aurora.branca@ig.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42488,NULL,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,9055400000179,BRANCHI TURISMO LTDA,"VILA MEDIANEIRA, ESTRADA PRINCIPAL S/N",INTERIOR,421950,XANXERE,SC,89820000,49-3433-0314,9,não,não,sim,42.581,,turismo@topsulviagens.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41997,42728,0,0,35,0,0,0,2,0,0,0,0,2,0,0,28,0,0,1002,0,0,0,0,0,0,42705,,,,
ativa,nacional,4818553000107,BRANCOBUS TURISMO LTDA - ME,"RUA ROMANO ANSELMO FONTANA, 1219",JARDIM,420430,CONCORDIA,SC,89703078,49-34445109,6,não,não,sim,42.9273,,gva.turismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42405,NULL,0,0,17,0,0,0,3,1,0,0,0,4,0,0,8,0,0,147,0,0,0,0,0,0,42705,,,,
ativa,nacional,16749877000110,BRANDÃO TURISMO LTDA,"ROD. GALERANO AFONSO VENTURINI, S/N, KM 54",ALTO CALDEIRAO,320460,SANTA TERESA,ES,29656000,27-998360893,3,não,não,sim,32.8504,,brandaoturismo@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42642,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,9525405000118,BRANDÃO TURISMO LTDA - ME,"AV. 7 DE SETEMBRO, Nº 630",CIDADE JARDIM,261110,PETROLINA,PE,56328680,87-3862-2550,15,não,não,sim,26.5908,,brandaoturismo@yahoo.com.br; andrea@agadelha.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,44,0,0,0,3,1,0,0,0,4,0,0,35,0,0,1258,0,0,0,0,0,0,42705,,,,
ativa,nacional,5552884000100,BRANDLI TURISMO EIRELI - ME,"AV. JULIO DE CASTILHOS, 414 SALA 01",CENTRO,431740,SANTIAGO,RS,97700000,55-3251-4015,9,não,não,sim,43.3569,,brandliturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42698,NULL,0,0,21,0,0,1,2,0,0,0,0,2,0,0,15,0,0,527,0,0,0,0,0,0,42705,,,,
ativa,nacional,7322012000181,BRASIL BONITO TRANSPORTES TURÍSTICOS LTDA - ME,"RUA AIRTON RIBEIRO MARQUES, Nº 142",TATUQUARA,410690,CURITIBA,PR,81880470,041-3076-3838,24,não,não,sim,41.5864,,danilo@bbturismo.tur.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42622,NULL,0,0,97,0,0,0,2,0,0,0,0,2,0,0,69,0,0,2667,0,0,0,0,0,0,42705,,,,
ativa,nacional,5233521000102,BRASIL SUL LINHAS RODOVIÁRIAS LTDA.,Avenida Celso Garcia Cid - nº 1100-B - Boa Vista,,411370,LONDRINA,PR,86039000,(43) 3325-3636,213,sim,não,sim,41.2413,adm@brasilsul.com.br; tcva@terra.com.br,turismo3@viacaogarcia.com.br; adm@brasilsul.com.br,AUTORIZAÇÃO,na,AUTORIZAÇÃO,42370,42704,NULL,NULL,42395,NULL,31,0,921,0,0,5,105,0,0,104,0,68,10499,0,598,289959,0,21049,0,0,2,0,0,74,42705,,,,
ativa,nacional,10976518000119,BRASIL TUR TRANSPORTE E TURISMO LTDA-BRASIL TUR,"RUA JEQUIÉ, 1258",LIRIO DO VALE II,130260,MANAUS,AM,69038490,92-3658-3809,2,não,não,sim,13.6679,,aluisioangelino@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,3,0,0,0,1,0,0,0,0,1,0,0,3,0,0,119,0,0,0,0,0,0,42705,,,,
ativa,nacional,3264460000115,BRASIL TURISMO E FRETAMENTO LTDA,"RUA SÃO PAULO, QD 46-A, LT. 11",URIAS MAGALHÃES,520870,GOIANIA,GO,74565320,62-3534-4425,45,não,não,sim,52.1035,,brasilturismo_ltda@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42508,NULL,0,0,171,0,0,0,5,0,0,0,0,5,0,0,128,0,0,5241,0,0,0,0,0,0,42705,,,,
ativa,nacional,17094439000123,BRASIL TURISMO E FRETAMENTO LTDA - ME,"RUA JOSE ANTONIOBENHAME, N ° 540",PROGRESSO,313670,JUIZ DE FORA,MG,36050330,32-988330705,9,não,não,sim,31.9054,,brasillocadoradevans@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42349,NULL,0,0,128,0,0,0,0,2,0,0,0,2,0,0,102,0,0,945,0,0,0,0,0,0,42705,,,,
ativa,nacional,14152241000160,BRASIL TURISMO E VIAGENS LTDA- ME,"AV GENTIL BICALHO, Nº 101, SALA 2, 2º PISO",CARNEIRINHOS,313620,JOAO MONLEVADE,MG,35930478,31-3852-2877,2,não,não,sim,31.933,,broadwayturismo@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42453,NULL,0,0,7,0,0,0,1,0,0,0,0,1,0,0,4,0,0,150,0,0,0,0,0,0,42705,,,,
ativa,nacional,2496910000132,BRASIL WAY TRANSPORTADORA TURISTICA LTDA - EPP,"RUA DESEMBARGADOR TINOCO, 657",MONSENHOR MESSIAS,310620,BELO HORIZONTE,MG,30720480,31-3412-6595--3469-0250,39,não,não,sim,31.174,,alexandre@brasilwaytour.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,359,0,0,0,8,0,0,0,0,8,0,0,289,0,0,14013,0,0,0,0,0,0,42705,,,,
ativa,nacional,24607512000189,BRASILEIRINHO VIAGENS E TURISMO EIRELI - ME,"RUA DAS BEGONIAS,43",CIDADES DAS ROSAS,241200,SAO GONÇALO DO AMARANTE,RN,59290000,84-3614-1543,5,não,não,sim,24.9912,,hailtonxavier@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42663,NULL,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,8991738000170,BRASNIPO LOCADORA E FRETAMENTO DE VANS E MICRO - ÔNIBUS LTDA - ME,"AVENIDA FRANCISCO MACHADO DA SILVA, 853",JARDIM PERI,355030,SAO PAULO,SP,2678000,11-3981-5300,23,não,não,sim,35.9516,,luciano@sptour.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42562,NULL,0,0,1,0,0,0,3,0,0,0,0,3,0,0,1,0,0,21,0,0,0,0,0,0,42705,,,,
ativa,nacional,12233903000100,BRAZ AGENCIA DE VIAGENS E TURISMO LTDA ME,RUA PROFESSORA HELENA ANTIPOF Nº 1100 LOJA - A,CIDADE NOVA III,313665,JUATUBA,MG,35675000,31-35359027,6,não,não,sim,31.7379,,rogeriobraz7l@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,5,0,0,0,1,0,0,0,0,1,0,0,4,0,0,185,0,0,0,0,0,0,42705,,,,
ativa,nacional,5160935000159,BREDA TRANSPORTES E SERVIÇOS S.A.,"AV. DOM JAIME DE BARROS CÂMARA, Nº300",PLANALTO,354870,SAO BERNARDO DO CAMPO,SP,9895400,11-4355-1560,153,não,não,sim,35.3464,,ggalvani1@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42698,NULL,0,0,630,0,0,0,25,0,0,0,0,25,0,0,460,0,0,12335,0,0,0,0,0,0,42705,,,,
ativa,nacional,24554675000140,BRENO TURISMO E LOCAÇÕES LTDA ME,"RUA JOSE PEREIRA DA SILVA, Nº 15, LETRA A",ORIZOMBO MACEDO,316720,SETE LAGOAS,MG,35702306,31-3772-1646,3,não,não,sim,31.9456,,silvaloura@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42531,NULL,0,0,8,0,0,0,1,0,0,0,0,1,0,0,5,0,0,210,0,0,0,0,0,0,42705,,,,
ativa,nacional,8002656000155,BRETZ E NALLI TRANSPORTES E LOCAÇÃO DE VEÍCULOS LTDA,RUA BARAO DE VARGINHA 253,ALTO DOS PINHEIROS,310620,BELO HORIZONTE,MG,30530070,31-3333-9010,10,não,não,sim,31.5918,,reservas@10loca.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42104,42835,0,0,8,0,0,0,2,0,0,0,0,2,0,0,6,0,0,107,0,0,0,0,0,0,42705,,,,
ativa,nacional,5110404000151,BRIENZE TRANSPORTES LTDA - EPP,RUA PAULO EIRO Nº 19,ARVORE GRANDE,355220,SOROCABA,SP,18020300,19-33885738,6,não,não,sim,35.7882,,dribrienze@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42395,NULL,0,0,3,0,0,0,2,0,0,0,0,2,0,0,3,0,0,126,0,0,0,0,0,0,42705,,,,
ativa,nacional,5953456000190,BRILHANTE LOCADORA DE VEICULOS LTDA - ME,"RUA OSCAR DUARTE, Nº 97 QD. 27 LT 14",CIDADE JARDIM,520870,GOIANIA,GO,74452400,62-9978-4626,3,não,não,sim,52.9393,,brilhantelocadora@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42499,NULL,0,0,16,0,0,0,0,1,0,0,0,1,0,0,12,0,0,116,0,0,0,0,0,0,42705,,,,
ativa,nacional,17192018000135,BRISA TURISMO DE PASSAGEIROS LTDA,"R. OLIMPIO ERNESTO DA SILVA, 460",VL. NSA. SRA. APARECIDA,311060,CAMBUI,MG,37600000,35-988554496,3,não,não,sim,31.9535,,cadubrisa@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42562,NULL,0,0,44,0,0,0,0,3,0,0,0,3,0,0,36,0,0,558,0,0,0,0,0,0,42705,,,,
ativa,nacional,16797220000128,BRISATUR TRANSPORTADORA TURISTICA LTDA - ME,"RUA CASTRO, 1210",CRUZEIRO,412550,SAO JOSÉ DOS PINHAIS,PR,83010080,41-3282-7080,16,não,não,sim,41.8081,,taty.tur@terra.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42405,NULL,0,0,37,0,0,0,3,0,0,0,0,3,0,0,24,0,0,1069,0,0,0,0,0,0,42705,,,,
ativa,nacional,8893054000135,BRITENSE  TURISMO LOCAÇÃO DE VEÍCULOS - EPP,"ROD JOAO PAULO II, S/N",LAGOA,280100,CAMPO DO BRITO,SE,49520000,79-34431558,8,não,não,sim,28.88,,britenseturismo@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42173,42904,0,0,82,0,0,0,4,0,0,0,0,4,0,0,59,0,0,1985,0,0,0,0,0,0,42705,,,,
ativa,nacional,10486003000130,BRITES & FIGUEIREDO TRANSPORTES LTDA-ME,RUA PADRE VALIM Nº 302,BAIRRO NOSSA SENHORA DE FÁTIMA,313440,ITURAMA,MG,38280000,34-3411-4931,28,não,não,sim,31.633,,britestur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42349,NULL,0,0,14,0,0,0,2,0,0,0,0,2,0,0,12,0,0,307,0,0,0,0,0,0,42705,,,,
ativa,nacional,19174115000120,BRITO VIAGENS E TURISMO LTDA,"AV. PRESIDENTE GETULIO VARGAS, 3860 SALA B",SANTANA,432240,URUGUAIANA,RS,97502313,55-34129555,1,não,não,sim,43.87,,cedrotur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,2,0,0,2,2,0,0,0,0,2,0,0,2,0,0,88,0,0,1,0,0,50,42705,,,,
ativa,nacional,11471483000129,BRIZA TURISMO E LOCADORA DE VEICULOS LTDA ME,"RUA DA BAHIA, 573 - SALA 701",CENTRO,310620,BELO HORIZONTE,MG,30160010,31-3415-6958,39,não,não,sim,31.6751,,brizatur@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,199,0,0,0,5,0,0,0,0,5,0,0,127,0,0,6252,0,0,0,0,0,0,42705,,,,
ativa,nacional,25266708000110,BROTHERS VANS TRANSPORTES E TURISMO LTDA - ME,RUA SAMUEL KHURI N 22 QD J,JD MYRNA,355030,SAO PAULO,SP,4822360,11-947621699,0,não,não,sim,35.0105,,brothersvans@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42698,NULL,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,14582799000186,BRS TURISMO LTDA ME,"RUA RIO GRANDE DO NORTE, 1164 LOJA 05",FUNCIONARIOS,310620,BELO HORIZONTE,MG,30130131,31-3482-4383,10,não,não,sim,31.7634,,brsfretamentos@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,27,0,0,0,2,0,0,0,0,2,0,0,24,0,0,866,0,0,0,0,0,0,42705,,,,
ativa,nacional,8846213000140,BRT TURISMO E LOCAÇÕES LTDA - ME,RUA TIRADENTES Nº 2407,CENTRO,354940,SAO JOAQUIM DA BARRA,SP,14600000,16-(16) 387284691,7,não,não,sim,35.9039,,contato@agenciabrturismo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42328,NULL,0,0,24,0,0,0,0,3,0,0,0,3,0,0,18,0,0,225,0,0,0,0,0,0,42705,,,,
ativa,nacional,2326285000180,BRULAN TRANSPORTES E TURISMO LTDA - ME,"RUA JOÃO COLONI, 307",JARDIM COLEGIAL,411750,PAIÇANDU,PR,87140000,44-3244-1381--9972-4213,22,não,não,sim,41.4644,,fretamento@brulan.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42537,NULL,0,0,95,0,0,0,5,1,0,0,0,6,0,0,62,0,0,1481,0,0,0,0,0,0,42705,,,,
ativa,nacional,4256865000174,BRUMARTUR TRANSPORTES LTDA - ME,"RUA MOEMA,  868",CENTRO,410725,DOURADINA,PR,87485000,44-3663-1777,18,não,não,sim,41.2701,,elen_blasques@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42405,NULL,0,0,6,0,0,0,4,0,0,0,0,4,0,0,2,0,0,92,0,0,0,0,0,0,42705,,,,
ativa,nacional,5087688000102,BRUMAT - TRANSPORTES E TURISMO LTDA,"RUA DO COMÉRCIO, 491",CENTRO,430050,ALPESTRE,RS,98480000,55-3796-1436-9993-5315,5,não,não,sim,43.3483,,brumat.turismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42648,NULL,0,0,71,0,0,0,2,0,0,0,0,2,0,0,51,0,0,1560,0,0,0,0,0,0,42705,,,,
ativa,nacional,70986104000100,BRUNA TRANSPORTES E TURISMO LTDA - ME,"RUA FREDERICO OZANAN, Nº 260-A",ARTUR BERNARDES,313820,LAVRAS,MG,37200000,35-3822-2066,22,não,não,sim,31.1559,,brunatur01@bol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42663,NULL,0,0,75,0,0,0,4,0,0,0,0,4,0,0,48,0,0,1894,0,0,0,0,0,0,42705,,,,
ativa,nacional,985027000180,BRUNATUR AGÊNCIA DE VIAGENS E TURISMO LTDA,"BR 282, KM 605,5 - COMPLEMENTO: RUA ANGELO PISSATO, 58",INDUSTRIAL,421050,MARAVILHA,SC,89874000,49-36640870,20,não,não,sim,42.0235,,brunatur@mhnet.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42587,NULL,0,0,80,0,0,3,6,0,0,0,0,6,0,0,59,0,0,2299,0,0,2,0,0,90,42705,,,,
ativa,nacional,82037292000100,BRUNO ALBERTO PANEK - ME,AV. OZY MENDONÇA DE LIMA,CENTRO,412560,SAO MATEUS DO SUL,PR,83900000,42-3532-1555,13,não,não,sim,41.2575,,transpanek@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42328,NULL,0,0,41,0,0,0,2,0,0,0,0,2,0,0,31,0,0,872,0,0,0,0,0,0,42705,,,,
